,item_name,id,cuisine,type,sub_type
12006,chicken tikka croissant,12968,2,1,0
12171,powder large brown bread manchow chicken soup,14143,2,1,0
12277,chicken tikka masala,15290,2,1,0
12284,chicken tikka masala n,28606,2,1,0
12446,cheese and chicken tikka roll,13277,2,1,0
12468,chicken tikka roll,22162,2,1,0
12566,chicken shawarma in whole wheat bread,25844,2,1,0
12594,chicken harisha tikka roll,24889,2,1,0
12704,chicken tikka roll,5400,2,1,0
13293,chicken tikka roll,17834,2,1,0
13514,"chicken handi, steam rice, 3 roti, dal, aachar, chaas & sweet",9584,2,1,0
13526,chicken tikka grilled roll,9636,2,1,0
14083,punjabi chicken tikka,16520,2,1,0
14186,chicken tikka kabab,15864,2,1,0
14533,"chicken kadai, steam rice, 3 roti, dal, aachar, chaas & sweet",9587,2,1,0
14567,chicken bhuna zaatar naan turnover,22473,2,1,0
14691,chicken  tikka,19477,2,1,0
14823,malai chicken tikka,5506,2,1,0
14917,egg kothu paratha,6749,2,1,0
15086,fish koliwada 500,6607,2,1,0
15139,chicken shawarma in rumali roti,25127,2,1,0
15174,oliva chicken tikka sizzler,23363,2,1,0
15186,chicken tikka kali mirch,9637,2,1,0
15423,chicken kothu paratha,6370,2,1,0
15651,fish tikka biryani (dum),9683,2,1,0
15687,chicken tikka puff,15650,2,1,0
16498,chicken tikka biryani (dum),4971,2,1,0
16556,chicken lasoni tikka,9588,2,1,0
16725,fish koliwada,15863,2,1,0
17119,reshmi chicken tikka,23523,2,1,0
17261,tikka chicken burrito (regular),12176,2,1,0
17334,chicken keema fold paratha n,28607,2,1,0
17382,chicken tikka s/w,27711,2,1,0
17426,"chicken tikka masala, steam rice, 3 roti, dal, aachar, chaas & sweet",9639,2,1,0
18088,"chicken bhuna, steam rice, 3 roti, dal, aachar, chaas & sweet",9563,2,1,0
18362,chicken tikka platter 24 pieces,6675,2,1,0
18540,scrambled eggs & toasted bread,10353,2,1,0
18758,chicken tikka reshmi,9641,2,1,0
19036,chicken makhanwala zaatar naan turnover,17987,2,1,0
19252,prawns tikka fam,23044,2,1,0
19610,chicken tikka roll,16687,2,1,0
19842,chicken tikka pahadi,9640,2,1,0
19933,chicken handi,4664,2,1,0
20206,prawns koliwada,21614,2,1,0
20783,fish tikka  roll,16401,2,1,0
20856,handi chicken,10559,2,1,0
21821,chicken tikka 100gm,22913,2,1,0
21895,"chicken desi masala, steam rice, 3 roti, dal, aachar, chaas & sweet",9571,2,1,0
22004,chicken tikka malai,9638,2,1,0
22293,chicken tikka croissant,12686,2,1,0
23033,extra chicken tikka,28695,2,1,0
23591,chicken tikka croissant,13789,2,1,0
23882,chicken bbq tikka rice,8922,2,1,0
24109,chicken tikka masala,5033,2,1,0
24178,baked prawns bread,23369,2,1,0
24714,chatpata chicken zaatar naan turnover,17654,2,1,0
24729,chicken handi new,28860,2,1,0
25223,handi fish,10560,2,1,0
25413,chicken tikka platter 24 pieces,6578,2,1,0
25821,chicken tikka s/w,10214,2,1,0
25907,chicken kolhapuri,10454,2,1,0
26473,fish tikka,6478,2,1,0
26961,chicken bbq tikka roll,22924,2,1,0
27326,kadhai chicken zaatar naan turnover,28330,2,1,0
28048,chicken keema naan,10813,2,1,0
28077,achari fish tikka,11004,2,1,0
28129,chicken tikka biryani,14327,2,1,0
28289,chicken bhurji bread pakoda 4 pieces,13238,2,1,0
28397,chicken tikka shawarma,26502,2,1,0
28823,chicken tikka s/w,21987,2,1,0
46,grilled paneer salad,9692,2,0,0
59,anda paratha,4280,2,0,0
69,pahadganj palak paneer,25895,2,0,0
108,punjabi onion kulcha combo,28721,2,0,0
145,paneer makhmali kebab,20396,2,0,0
151,cheese naan,20499,2,0,0
152,amritsari bharwan kulcha-masala,13286,2,0,0
156,masala dosa 7-11,21273,2,0,0
160,palak paneer,20769,2,0,0
174,butter tandoori roti,20710,2,0,0
183,"paneer makhanwala, steam rice, 3 roti, dal, aachar, chaas & sweet",9792,2,0,0
205,palak paneer,6304,2,0,0
261,amritsari kulcha-- aloo,12203,2,0,0
317,paneer kulcha,11092,2,0,0
322,paneer family biryani,10658,2,0,0
327,paneer chilli,554,2,0,0
331,methi paneer tikka,11042,2,0,0
334,cheese paratha,20817,2,0,0
406,paneer teriyaki,9805,2,0,0
428,methi paratha,10864,2,0,0
486,paneer bbq rice,9084,2,0,0
488,hummus with zaatar naan,22892,2,0,0
523,supergrain bread-400grams,17674,2,0,0
527,maa ke hath ki paneer dal khichdi,3894,2,0,0
556,khurmi  naan,23414,2,0,0
589,aloo paratha,20627,2,0,0
593,naan - plain,26440,2,0,0
625,oriental paneer,27399,2,0,0
635,plain pita bread - inactive,8192,2,0,0
678,paneer tikka malai,9806,2,0,0
714,dragon paneer,6492,2,0,0
717,paneer tawa masala,9803,2,0,0
723,hariyali paneer,5907,2,0,0
729,paneer bhurji,20113,2,0,0
736,lacha paratha,3337,2,0,0
738,cheese  bread  500 gm.,13298,2,0,0
752,paneer tikka panini,9464,2,0,0
806,chilli paneer,20868,2,0,0
936,lacha paratha,20908,2,0,0
943,patana paneer ke tikke.,12435,2,0,0
956,paneer bhurji grill,5875,2,0,0
967,paneer chilli,2413,2,0,0
972,paneer 65 (indian),10654,2,0,0
981,veg malai kofta,6340,2,0,0
1044,hh peri-peri paneer med,23012,2,0,0
1088,paneer extra 7,23290,2,0,0
1209,thread paneer,10758,2,0,0
1230,cheese onion masala dosa,5557,2,0,0
1232,paneer spring roll,5472,2,0,0
1254,idli chilly,21303,2,0,0
1279,paneer tikka kandahar,11124,2,0,0
1322,paneer makhanwala zaatar naan turnover,19687,2,0,0
1333,matar paneer,6455,2,0,0
1350,cheese naan,21134,2,0,0
1354,tortila cheese dosa,21309,2,0,0
1375,raita,20417,2,0,0
1424,paneer tikka,14105,2,0,0
1434,pita bread,27737,2,0,0
1446,masala dosa,20790,2,0,0
1474,sada dosa 7-11,21300,2,0,0
1494,lasaniya palak ki subzi with fulka roti,24989,2,0,0
1506,paneer chilli,1615,2,0,0
1519,medu vada,20800,2,0,0
1520,paneer tikka masala,21202,2,0,0
1557,tandoori paneer masala dosa,5987,2,0,0
1564,mooli paratha,4253,2,0,0
1614,palak paneer,10834,2,0,0
1626,paneer tikka croissant,12688,2,0,0
1658,dosa - masala (including chutney & sambhar),26534,2,0,0
1674,butter kulcha,21125,2,0,0
1683,paneer - inactive,8174,2,0,0
1697,idli dhokla [2 pieces],5944,2,0,0
1725,bbq mushroom & paneer lehsuni / shani,8884,2,0,0
1746,paneer oriental rice,27398,2,0,0
1760,veg handi,23559,2,0,0
1777,achari murgh tikka,3445,2,0,0
1796,pudina paneer tikka,6743,2,0,0
1881,paneer paratha with curd,5497,2,0,0
1893,.palak paneer,5200,2,0,0
1899,roomali roti,11504,2,0,0
1949,paneer chilli,2113,2,0,0
1968,subzi amritsari,26649,2,0,0
1983,maida latcha paratha,10589,2,0,0
1988,",palak paneer",7098,2,0,0
2032,"paneer tawa masala, steam rice, 3 roti, dal, aachar, chaas & sweet",9804,2,0,0
2054,"palak paneer, steam rice, 3 roti, dal, aachar, chaas & sweet",9767,2,0,0
2086,paneer tikka sub,15951,2,0,0
2101,paneer khurchan kathi,11985,2,0,0
2132,sloppy paneer ftb,12410,2,0,0
2214,paneer gravy in hot garlic sauce,4257,2,0,0
2229,veg paneer biryani,19065,2,0,0
2239,grilled paneer with smoke mushroom sauce,9960,2,0,0
2242,paneer makhni grill,4791,2,0,0
2307,paneer gravy in hunan sauce,6842,2,0,0
2356,masala dosa,20425,2,0,0
2424,tandoor butter roti n,28602,2,0,0
2455,paneer chilli,2336,2,0,0
2465,naan,4695,2,0,0
2511,seasame paneer,9481,2,0,0
2515,capsicum paratha with curd,10043,2,0,0
2543,roomali roti,20714,2,0,0
2555,paneer tikka reshami,9809,2,0,0
2558,oliva paneer stack sizzler,23333,2,0,0
2572,chilli paneer,2957,2,0,0
2638,veg diwani handi,21096,2,0,0
2646,hh tandoori paneer fam,23064,2,0,0
2786,tandoori butter roti,6284,2,0,0
2794,paneer with sauce,20518,2,0,0
2850,mysore sada dosa,21298,2,0,0
2875,paneer tikka panino,24444,2,0,0
2897,paneer handi,24847,2,0,0
2934,palak paneer,4936,2,0,0
2994,focassia  bread 250 gm,14109,2,0,0
3035,paneer hot basil,21602,2,0,0
3063,cheesy herb bread - inactive,8068,2,0,0
3106,paneer steak (2 slab paneer) with cheese,9091,2,0,0
3108,kadhai paneer,11432,2,0,0
3109,veg paneer kebab boneless kebab,9147,2,0,0
3125,paneer makhni biryani full,21034,2,0,0
3128,paneer 65,6324,2,0,0
3134,paneer butter masala,4111,2,0,0
3140,tomato soup with bread crumbs,2898,2,0,0
3145,italian tandoori paneer,5275,2,0,0
3146,mushroom tikka,10792,2,0,0
3199,paneer tikka kebab,15610,2,0,0
3213,paneer pepper garlic tikka kebab,15865,2,0,0
3227,paneer makhmali kebab,14611,2,0,0
3256,harissa paneer,12121,2,0,0
3299,onion kulcha,9764,2,0,0
3304,paneer makhani fam,23048,2,0,0
3349,paneer  tikka s/w,21766,2,0,0
3382,pita bread with hummus,12158,2,0,0
3401,naan,20782,2,0,0
3460,plain bread,22098,2,0,0
3487,paneer kadhai,20768,2,0,0
3516,paneer mushroom mix (swiggy),8621,2,0,0
3517,naan,21327,2,0,0
3522,paneer garlic,15914,2,0,0
3564,tandoori paneer,9870,2,0,0
3628,hummus with zaatar naan .,26260,2,0,0
3644,palak paneer,9766,2,0,0
3690,mooli paratha with curd,5427,2,0,0
3726,veg diwani handi,21251,2,0,0
3770,bajra bread-400grams,17669,2,0,0
3786,veg kolhapuri,21101,2,0,0
3792,hh tandoori paneer med,23011,2,0,0
3801,malai kofta,5615,2,0,0
3912,tandoor roti n,28605,2,0,0
3926,sabudana khichdi with dahi aloo subzi with faralli mixture,25030,2,0,0
3945,paneer chili bao,24454,2,0,0
3978,paneer chilly and fried rice or noodles,9778,2,0,0
3994,paneer,6809,2,0,0
4023,paneer triple schezuan rice,25538,2,0,0
4046,bhatti da paneer,16663,2,0,0
4047,butter roti,15578,2,0,0
4058,garlic naan,15339,2,0,0
4104,garlic nuggets bread-250grams,20156,2,0,0
4165,paneer makhani,20754,2,0,0
4173,add on paneer,10150,2,0,0
4183,paneer malai tikka 6 pcs,20384,2,0,0
4194,plain kulcha,5880,2,0,0
4201,omelette kulcha,12302,2,0,0
4269,butter plain dosa,5772,2,0,0
4319,chargrilled paneer tikka 200,20664,2,0,0
4326,saag paneer,11460,2,0,0
4334,paneer tikka masala,16658,2,0,0
4337,paneer satay,9463,2,0,0
4339,plain naan,11909,2,0,0
4363,cheese paratha,20953,2,0,0
4377,paneer bhurji pav,24449,2,0,0
4402,palak  kofta curry,20591,2,0,0
4403,veg stuffed paneer kulcha,5226,2,0,0
4437,paneer chilli,1973,2,0,0
4473,grill paneer,6798,2,0,0
4494,staff roti,21232,2,0,0
4513,malai kofta,21173,2,0,0
4520,",,brown rice paneer makhni",5623,2,0,0
4521,paneer bhurji n,28924,2,0,0
4549,fondue bread basket,2455,2,0,0
4555,masala dosa 7-11,21295,2,0,0
4564,fondue bread basket,1275,2,0,0
4587,butter naan,20759,2,0,0
4613,palak paneer,20401,2,0,0
4654,barbeque paneer,3911,2,0,0
4672,tawa roti,5834,2,0,0
4676,paneer chilly,9462,2,0,0
4706,cheese paneer kabab,2842,2,0,0
4724,paneer chilli,1316,2,0,0
4745,paneer pudina tikka,24404,2,0,0
4760,butter naan n,25672,2,0,0
4765,",paneer makhni salad",7560,2,0,0
4791,dosa - plain (including chutney & sambhar),25005,2,0,0
4806,kadai subzi,13586,2,0,0
4807,paneer aloo kitabi masala,9770,2,0,0
4813,paneer makhmali kebab,21197,2,0,0
4878,paneer zaikedaar slider,9812,2,0,0
4887,paneer chilli,430,2,0,0
4907,paneer achari fried full,11429,2,0,0
4931,paneer chilli,1554,2,0,0
4932,chilli idli,5366,2,0,0
4954,paneer hunan roll,4692,2,0,0
5005,plain kulcha,5090,2,0,0
5076,..cracker shezwan paneer,5394,2,0,0
5078,paneer do-pyaza,25293,2,0,0
5086,paneer chilli,1550,2,0,0
5111,crispy paneer,4414,2,0,0
5114,paneer and pepper skewers,13364,2,0,0
5121,shahi paneer,21226,2,0,0
5126,paneer chilli,4145,2,0,0
5173,multigrain bread-half loaf,19491,2,0,0
5260,paratha,21721,2,0,0
5339,paneer tikka,20395,2,0,0
5349,dosa cheese,12197,2,0,0
5357,aloo paratha,20755,2,0,0
5362,green paneer fried haif,11898,2,0,0
5363,american paneer croquette,6009,2,0,0
5419,paneer chilli,791,2,0,0
5421,lacha paratha,21170,2,0,0
5459,paneer vada pav,9465,2,0,0
5473,set curd / raita,16653,2,0,0
5492,mix veg kofta masala n,28718,2,0,0
5518,sermali roti,21720,2,0,0
5544,amritsari bharwan kulcha-aloo/pyaz,16652,2,0,0
5565,butter paneer,6202,2,0,0
5567,naan,6280,2,0,0
5607,peri peri paneer veg fam,23047,2,0,0
5645,tawa roti,10950,2,0,0
5649,paneer malai tikka,24891,2,0,0
5656,paneer desi masala,5101,2,0,0
5666,dosa,21153,2,0,0
5691,paneer chilly gravy,6803,2,0,0
5705,paneer tikka roll,15653,2,0,0
5730,baby butter naan (2 pcs),5370,2,0,0
5743,paneer fried rice,24977,2,0,0
5758,cheesy herb bread,12381,2,0,0
5775,reshmi paratha,3966,2,0,0
5796,paneer makkhanwala,19506,2,0,0
5872,bread butter,10089,2,0,0
5881,sauteed paneer,7361,2,0,0
5942,paneer chilli,1446,2,0,0
5948,methi roti,6297,2,0,0
5977,paneer combination steak,9085,2,0,0
6015,paneer hong kong,22890,2,0,0
6017,extra roti,24995,2,0,0
6026,cheese anda baida roti,20560,2,0,0
6035,kadhai paneer turnover,16380,2,0,0
6043,paneer poutin,10865,2,0,0
6081,sliced paneer chili garlic basil,23390,2,0,0
6113,brown bread toast,17051,2,0,0
6134,phulka tacos with paneer bhurji,12229,2,0,0
6142,lacha paratha aala cart,9706,2,0,0
6181,paneer black pepper,9775,2,0,0
6191,paneer chilly gravy,9779,2,0,0
6242,paneer pudina,21694,2,0,0
6303,crispy paneer ingarlic sauce,28361,2,0,0
6304,extra pita bread,27563,2,0,0
6312,"paneer ,masala n",28864,2,0,0
6339,paneer makhani,21196,2,0,0
6351,masala kulcha,6292,2,0,0
6365,paneer shahjahani tikka,19905,2,0,0
6387,mutton bhuna zaatar naan turnover,23568,2,0,0
6399,paneer kadhai,20400,2,0,0
6406,fondue bread basket,1677,2,0,0
6418,paneer bhurji (half),11111,2,0,0
6435,paneer baghdadi,9772,2,0,0
6544,paneer chilli,1413,2,0,0
6571,paneer chilly gravy/veg fried rice/drink 200ml,5794,2,0,0
6593,paneer bbq kebab,9083,2,0,0
6635,paneer chilly dry,4268,2,0,0
6638,lacha paratha,21325,2,0,0
6655,masala dosa,21179,2,0,0
6664,paneer tiranga,21205,2,0,0
6675,",,paneer bhurji grill",7513,2,0,0
6703,tandoori malai paneer tikka,20617,2,0,0
6725,paneer chilli,2484,2,0,0
6751,paneer mirchonwala,19475,2,0,0
6767,cheese corn paratha,3414,2,0,0
6778,paneer parantha,4816,2,0,0
6786,paneer tikka masala,20403,2,0,0
6790,mushroom tikka,10617,2,0,0
6818,naan,20415,2,0,0
6902,garlic cheese bread,26269,2,0,0
6932,jodhpuri handi,5592,2,0,0
6969,vada pav,5415,2,0,0
6983,chargrilled paneer tikka,20616,2,0,0
6994,add on bread butter,10076,2,0,0
6997,africano paneer,4853,2,0,0
7008,khima bread,9034,2,0,0
7016,paneer steak bueger with ice tea,9092,2,0,0
7047,sweet naan,10743,2,0,0
7145,malai kofta,20851,2,0,0
7148,mushroom and paneer platters,9066,2,0,0
7151,tandoori roti,4657,2,0,0
7192,paneer steak (2 slab paneer),6147,2,0,0
7203,grilled paneer,9691,2,0,0
7221,garlic naan,21323,2,0,0
7237,paneer noodles,6671,2,0,0
7258,paneer chilli,2273,2,0,0
7297,multigrain bread-400grams,16646,2,0,0
7308,plain paratha,5870,2,0,0
7313,idli chutney,20447,2,0,0
7323,paneer basil,20516,2,0,0
7332,kadai paneer,5829,2,0,0
7354,chutneywala paneer tikka kebab,19051,2,0,0
7396,paneer smoked skewers,5964,2,0,0
7478,paneer tikka kandahar,11816,2,0,0
7511,paneer and mushroom family biryani,10656,2,0,0
7533,tandoori paneer med,22975,2,0,0
7536,cheese kulcha,4884,2,0,0
7539,mumbai vadapav omelette,20550,2,0,0
7558,cb paneer (meals),14672,2,0,0
7670,boston paneer pie,13103,2,0,0
7700,thread paneer with crispy spinach,21086,2,0,0
7715,whole  wheat  bread 1/2 kg,12225,2,0,0
7728,idli chutney,16452,2,0,0
7789,naan - garlic,11141,2,0,0
7809,paneer tikka masala,15654,2,0,0
7835,paneer,4079,2,0,0
7844,bombay vadapav (medium),3364,2,0,0
7849,paneer kadhai,21031,2,0,0
7928,naan ( butter / garlic ),11782,2,0,0
8023,baby naan [2 pieces],10037,2,0,0
8107,paneer tikka croissant,12970,2,0,0
8121,paneer chilli,1785,2,0,0
8132,paneer roll,20495,2,0,0
8145,paneer achari fried full,11880,2,0,0
8152,extra peri peri paneer 10,23002,2,0,0
8159,paneer basil,20869,2,0,0
8169,paneer chilli,2292,2,0,0
8194,chilli paneer/potato gravy,5449,2,0,0
8287,fondue bread basket,2067,2,0,0
8316,spicy butter idli,21279,2,0,0
8351,kadhai paneer,11502,2,0,0
8433,butter tandori roti,6635,2,0,0
8458,uthappam - masala (including chutney & sambhar),13584,2,0,0
8487,lachha paratha,5436,2,0,0
8507,zaatar naan .,14618,2,0,0
8521,gobi paratha,3893,2,0,0
8548,paneer makhanwala slider m,28449,2,0,0
8572,masala dosa,21010,2,0,0
8587,cheese garlic  naan,20626,2,0,0
8630,idli chutney,20810,2,0,0
8659,naan,16660,2,0,0
8668,shezwan paneer piza,5756,2,0,0
8708,paneer peri peri,9795,2,0,0
8714,simply paneer fried  half,11885,2,0,0
8720,roomali roti,19900,2,0,0
8732,paneer fried rice,6334,2,0,0
8735,paneer chilli,1796,2,0,0
8740,paneer 95,10655,2,0,0
8764,murg tikka,11579,2,0,0
8770,malai kofta,21002,2,0,0
8787,tandoori roti,21334,2,0,0
8861,irani paneer tikka,6516,2,0,0
8889,pita bread with hummus,27564,2,0,0
8908,paneer chilli,732,2,0,0
8921,paneer bhuna slider,28717,2,0,0
8924,steamed chinese breads,15248,2,0,0
8925,grilled paneer 300gm,8574,2,0,0
8938,veg kolhapuri,20809,2,0,0
8946,paneer pasanda,10659,2,0,0
8947,sada dosa 7-11,21272,2,0,0
9047,paneer mushroom mix,3541,2,0,0
9095,idli vada,5430,2,0,0
9126,tandoori roti - butter,11143,2,0,0
9131,vilayati subzi,11163,2,0,0
9171,butter kulcha,21312,2,0,0
9261,crispy chilli paneer,10052,2,0,0
9298,paneer tikka biryani full,20774,2,0,0
9322,steam simply paneer half,11879,2,0,0
9326,mutter paneer,19002,2,0,0
9343,tossed cocktail idli,13294,2,0,0
9379,bread butter toast,3112,2,0,0
9383,aloo paratha,6497,2,0,0
9412,raita,21219,2,0,0
9413,paneer chilli,2105,2,0,0
9433,lebanese paneer shawarma,12204,2,0,0
9445,tandoori roti - plain,11155,2,0,0
9478,cheesy magic in brown bread medium,8916,2,0,0
9483,extra paneer salad,8306,2,0,0
9502,paneer exotic,9781,2,0,0
9505,paneer makhni biryani full,20405,2,0,0
9520,kulcha,21168,2,0,0
9537,paneer in spicy peanut sauce,22880,2,0,0
9551,fondue bread basket,2405,2,0,0
9606,handi prawn,10562,2,0,0
9615,fried simply paneer haif,11427,2,0,0
9636,mushroom and paneer full house combo,9065,2,0,0
9646,paneer lababdar,5332,2,0,0
9723,paneer tikka,5755,2,0,0
9756,thread paneer with crispy spinach,21243,2,0,0
9790,multigrain paneer,21978,2,0,0
9826,laccha paratha,20621,2,0,0
9831,",,palak paneer",7509,2,0,0
9842,bread 2 pcs,9225,2,0,0
9875,vilayati subzi,14110,2,0,0
9882,paneer chilli,1237,2,0,0
9898,paneer chilli,772,2,0,0
9908,bombay special dosa,5770,2,0,0
9924,paneer basil,21029,2,0,0
9937,jalepeno bread sticks 200 gms,21960,2,0,0
9955,paneer paratha,5112,2,0,0
9963,warqi paratha,19901,2,0,0
10041,green paneer fried full,11897,2,0,0
10072,paneer chilli,2078,2,0,0
10080,roti pe boti,16679,2,0,0
10085,brown bread toast,24133,2,0,0
10124,tandoori paneer fam,23031,2,0,0
10141,paneer pakora (s pcs),5527,2,0,0
10144,mutton paratha,3736,2,0,0
10162,paneer exotica,9783,2,0,0
10170,multigrain bread,7332,2,0,0
10289,palak paneer and mashroom masala,9325,2,0,0
10295,paneer chilli,1266,2,0,0
10382,tawa idli,21280,2,0,0
10385,paneer lababdar,5498,2,0,0
10390,extra fondue bread,4364,2,0,0
10400,tandoori naan,20623,2,0,0
10411,paneer chilli,20321,2,0,0
10459,extra peri peri paneer 13,23239,2,0,0
10496,paneer chilli,2437,2,0,0
10505,extra hurb bread - inactive,8101,2,0,0
10513,paneer tiranga,14420,2,0,0
10542,masala kulcha,20622,2,0,0
10562,oats bread-half loaf,21723,2,0,0
10563,wheat tandoori paratha,6259,2,0,0
10602,makai paneer khubani kofta salan,11465,2,0,0
10612,paneer kutlet,2946,2,0,0
10615,bombay vadapav (small),2995,2,0,0
10640,paneer cheese kulcha,10657,2,0,0
10752,baby idli steamed,2964,2,0,0
10755,paneer shanghai roll,5492,2,0,0
10759,paneer bhurji griller,3927,2,0,0
10815,palak paneer,11744,2,0,0
10841,mooli paratha n,28858,2,0,0
10845,",shezwan paneer",6931,2,0,0
10854,hi-fibre multigrain bread 250 gms,12069,2,0,0
10885,paneer achari steam haif,11418,2,0,0
10928,tandoori roti r,11052,2,0,0
10973,kadai paneer,14122,2,0,0
